what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui,1255520692478
started,bundle,org.eclipse.jdt.core.manipulation,1.2.0.v20080603-2000,org.eclipse.jdt.core.manipulation,1255520692478
started,bundle,org.codehaus.groovy.eclipse.ui,2.0.0.20090814-1100-e34-N,org.codehaus.groovy.eclipse.ui,1255520692478
started,bundle,org.eclipse.jdt.groovy.core,1.0.0.20090814-1100-e34-N,org.eclipse.jdt.groovy.core,1255520692488
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.1.R34x_v20080818,org.eclipse.equinox.p2.garbagecollector,1255520692488
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.bugzilla.core,1255520692488
started,bundle,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.workbench.texteditor,1255520692488
started,bundle,org.eclipse.core.resources,3.4.2.R34x_v20090126,org.eclipse.core.resources,1255520692488
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.202.v200811131900,org.eclipse.wst.common.emfworkbench.integration,1255520692488
started,bundle,com.cea.papyrus.ocl.validator,1.11.0,com.cea.papyrus.ocl.validator,1255520692488
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.0.v20080604,org.eclipse.equinox.p2.metadata.repository,1255520692548
started,bundle,org.eclipse.equinox.preferences,3.2.201.R34x_v20080709,org.eclipse.equinox.preferences,1255520692548
started,bundle,org.eclipse.ui.net,1.0.0.I20080605,org.eclipse.ui.net,1255520692548
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.4.v20080930,org.eclipse.equinox.simpleconfigurator.manipulator,1255520692548
started,bundle,org.eclipse.ui.forms,3.3.103.v20081027_34x,org.eclipse.ui.forms,1255520692548
started,bundle,org.eclipse.equinox.p2.director,1.0.4.v20081112-1019,org.eclipse.equinox.p2.director,1255520692548
started,bundle,org.eclipse.emf.ecore,2.4.2.v200902171115,org.eclipse.emf.ecore,1255520692548
started,bundle,org.eclipse.core.databinding,1.1.1.M20080827-0800b,org.eclipse.core.databinding,1255520692548
started,bundle,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui,1255520692548
started,bundle,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui,1255520692548
started,bundle,org.eclipse.wst.dtd.core,1.1.300.v200904181727,org.eclipse.wst.dtd.core,1255520692548
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1255520692558
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.commons.net,1255520692558
started,bundle,org.eclipse.debug.core,3.4.1.v20090106_r342,org.eclipse.debug.core,1255520692558
started,bundle,org.eclipse.core.filesystem,1.2.0.v20080604-1400,org.eclipse.core.filesystem,1255520692558
