what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.resources,3.4.2.R34x_v20090126,org.eclipse.core.resources,1255954880527
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.0.v20080604,org.eclipse.equinox.p2.metadata.repository,1255954880527
started,bundle,org.eclipse.equinox.preferences,3.2.201.R34x_v20080709,org.eclipse.equinox.preferences,1255954880527
started,bundle,org.eclipse.ui.net,1.0.0.I20080605,org.eclipse.ui.net,1255954880527
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.4.v20080930,org.eclipse.equinox.simpleconfigurator.manipulator,1255954880527
started,bundle,org.eclipse.ui.forms,3.3.103.v20081027_34x,org.eclipse.ui.forms,1255954880527
started,bundle,org.eclipse.equinox.p2.director,1.0.4.v20081112-1019,org.eclipse.equinox.p2.director,1255954880527
started,bundle,org.eclipse.emf.ecore,2.4.2.v200902171115,org.eclipse.emf.ecore,1255954880527
started,bundle,org.eclipse.core.databinding,1.1.1.M20080827-0800b,org.eclipse.core.databinding,1255954880527
started,bundle,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui,1255954880527
started,bundle,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui,1255954880527
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1255954880527
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.commons.net,1255954880527
started,bundle,org.eclipse.debug.core,3.4.1.v20090106_r342,org.eclipse.debug.core,1255954880527
started,bundle,org.eclipse.core.filesystem,1.2.0.v20080604-1400,org.eclipse.core.filesystem,1255954880527
started,bundle,org.eclipse.jdt.core,3.4.5.20090814-1100-e34-N,org.eclipse.jdt.core,1255954880527
started,bundle,org.eclipse.mylyn.context.core,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.context.core,1255954880527
started,bundle,org.eclipse.wst.sse.core,1.1.400.v200905141750,org.eclipse.wst.sse.core,1255954880527
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.0.v20080427-2136,org.eclipse.equinox.p2.exemplarysetup,1255954880527
started,bundle,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console,1255954880527
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1255954880527
started,bundle,org.eclipse.core.runtime,3.4.0.v20080512,org.eclipse.core.runtime,1255954880527
started,bundle,org.eclipse.equinox.p2.engine,1.0.4.v20080930,org.eclipse.equinox.p2.engine,1255954880527
started,bundle,org.eclipse.team.core,3.4.2.r34x_20080115,org.eclipse.team.core,1255954880527
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,org.eclipse.wst.common.uriresolver,1255954880527
