what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.gmf.runtime.common.ui,1.1.3.v20081023-2107,org.eclipse.gmf.runtime.common.ui,1255359670638
stopped,bundle,org.eclipse.wst.command.env.ui,1.1.2.v200811200248,org.eclipse.wst.command.env.ui,1255359670638
stopped,bundle,org.eclipse.wst.command.env,1.0.308.v200811200248,org.eclipse.wst.command.env,1255359670638
stopped,bundle,org.codehaus.groovy.eclipse.refactoring,2.0.0.20090814-1100-e34-N,org.codehaus.groovy.eclipse.refactoring,1255359670638
stopped,bundle,org.codehaus.groovy.eclipse.codebrowsing,2.0.0.20090814-1100-e34-N,org.codehaus.groovy.eclipse.codebrowsing,1255359670638
stopped,bundle,org.codehaus.groovy.eclipse.cstviewer,2.0.0.20090814-1100-e34-N,org.codehaus.groovy.eclipse.cstviewer,1255359670638
stopped,bundle,org.codehaus.groovy.eclipse.codeassist.completion,2.0.0.20090814-1100-e34-N,org.codehaus.groovy.eclipse.codeassist.completion,1255359670638
stopped,bundle,org.codehaus.groovy.eclipse.ui,2.0.0.20090814-1100-e34-N,org.codehaus.groovy.eclipse.ui,1255359670638
stopped,bundle,com.cea.papyrus.diagram.sequence,1.11.0,com.cea.papyrus.diagram.sequence,1255359670638
stopped,bundle,com.cea.papyrus.tabbedproperties,1.11.0,com.cea.papyrus.tabbedproperties,1255359670638
stopped,bundle,com.cea.papyrus.diagram.component,1.11.0,com.cea.papyrus.diagram.component,1255359670638
stopped,bundle,com.cea.papyrus.diagram.deployment,1.11.0,com.cea.papyrus.diagram.deployment,1255359670638
stopped,bundle,com.cea.papyrus.diagram.usecase,1.11.0,com.cea.papyrus.diagram.usecase,1255359670638
stopped,bundle,com.cea.papyrus.diagram.composite,1.11.0,com.cea.papyrus.diagram.composite,1255359670638
stopped,bundle,com.cea.papyrus.ocl.validator,1.11.0,com.cea.papyrus.ocl.validator,1255359670638
stopped,bundle,com.cea.papyrus.diagram.activity,1.11.0,com.cea.papyrus.diagram.activity,1255359670638
stopped,bundle,com.cea.papyrus.diagram.statemachine,1.11.0,com.cea.papyrus.diagram.statemachine,1255359670638
stopped,bundle,com.cea.papyrus.diagram.classdiagram,1.11.0,com.cea.papyrus.diagram.classdiagram,1255359670638
stopped,bundle,com.cea.papyrus.core,1.11.0,com.cea.papyrus.core,1255359670638
stopped,bundle,com.cea.papyrus.profile,1.11.0,com.cea.papyrus.profile,1255359670638
stopped,bundle,com.cea.papyrus.diagraminterchange2.editor,1.11.0,com.cea.papyrus.diagraminterchange2.editor,1255359670638
stopped,bundle,com.cea.papyrus.diagraminterchange2.edit,1.11.0,com.cea.papyrus.diagraminterchange2.edit,1255359670638
stopped,bundle,com.cea.papyrus.diagraminterchange2,1.11.0,com.cea.papyrus.diagraminterchange2,1255359670638
stopped,bundle,com.cea.papyrus.extensionpoints.dnd,1.11.0,com.cea.papyrus.extensionpoints.dnd,1255359670638
stopped,bundle,org.eclipse.wst.common.snippets,1.1.200.v200805140415,org.eclipse.wst.common.snippets,1255359670638
