what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.gmf.runtime.emf.ui,1.1.0.v20080516-1748,org.eclipse.gmf.runtime.emf.ui,1255516080492
stopped,bundle,org.eclipse.gmf.runtime.emf.type.ui,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.emf.type.ui,1255516080492
stopped,bundle,org.eclipse.gmf.runtime.common.ui.action,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.action,1255516080512
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.action,1.1.0.v20080507-2230,org.eclipse.gmf.runtime.common.ui.services.action,1255516080512
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services,1.1.1.v20080718-1700,org.eclipse.gmf.runtime.common.ui.services,1255516080512
stopped,bundle,org.eclipse.gmf.runtime.gef.ui,1.1.1.v20080813-1510,org.eclipse.gmf.runtime.gef.ui,1255516080552
stopped,bundle,org.eclipse.gmf.runtime.draw2d.ui,1.1.3.v20090114-1755,org.eclipse.gmf.runtime.draw2d.ui,1255516080562
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.dnd.ide,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.services.dnd.ide,1255516080562
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.properties,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.services.properties,1255516080562
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.dnd,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.services.dnd,1255516080562
stopped,bundle,org.eclipse.gmf.runtime.common.ui,1.1.3.v20081023-2107,org.eclipse.gmf.runtime.common.ui,1255516080622
stopped,bundle,org.eclipse.wst.command.env.ui,1.1.2.v200811200248,org.eclipse.wst.command.env.ui,1255516080622
stopped,bundle,org.eclipse.wst.command.env,1.0.308.v200811200248,org.eclipse.wst.command.env,1255516080622
stopped,bundle,org.codehaus.groovy.eclipse.refactoring,2.0.0.20090814-1100-e34-N,org.codehaus.groovy.eclipse.refactoring,1255516080622
stopped,bundle,org.codehaus.groovy.eclipse.codebrowsing,2.0.0.20090814-1100-e34-N,org.codehaus.groovy.eclipse.codebrowsing,1255516080622
stopped,bundle,org.codehaus.groovy.eclipse.cstviewer,2.0.0.20090814-1100-e34-N,org.codehaus.groovy.eclipse.cstviewer,1255516080622
stopped,bundle,org.codehaus.groovy.eclipse.codeassist.completion,2.0.0.20090814-1100-e34-N,org.codehaus.groovy.eclipse.codeassist.completion,1255516080622
stopped,bundle,org.codehaus.groovy.eclipse.ui,2.0.0.20090814-1100-e34-N,org.codehaus.groovy.eclipse.ui,1255516080622
stopped,bundle,com.cea.papyrus.diagram.sequence,1.11.0,com.cea.papyrus.diagram.sequence,1255516080622
stopped,bundle,com.cea.papyrus.tabbedproperties,1.11.0,com.cea.papyrus.tabbedproperties,1255516080622
stopped,bundle,com.cea.papyrus.diagram.component,1.11.0,com.cea.papyrus.diagram.component,1255516080622
stopped,bundle,com.cea.papyrus.diagram.deployment,1.11.0,com.cea.papyrus.diagram.deployment,1255516080622
stopped,bundle,com.cea.papyrus.uml4eastadl.ui,1.9.8,com.cea.papyrus.uml4eastadl.ui,1255516080622
stopped,bundle,com.cea.papyrus.diagram.usecase,1.11.0,com.cea.papyrus.diagram.usecase,1255516080622
stopped,bundle,com.cea.papyrus.diagram.composite,1.11.0,com.cea.papyrus.diagram.composite,1255516080622
